Unnamed: 0,QUANTIDADE,SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 20%,PMC 0%,PMC 12%,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 20%,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2020,TARJA,Concentração,Volumes,Unidades,Medida
441,1,CLORETO DE SÓDIO,01.784.792/0001-03,EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA,507902105158410,1177200010352,7898007677171,    -     ,    -     ,SOLUCAO FISIOLOGICA DE CLORETO DE SODIO EQUIPLEX,9 MG/ML SOL INJ IV CX 24 FR PLAS TRANS PE SIST FECH X 500 ML,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"130,80","130,80","148,64","157,59","157,59","158,55","158,55","159,51","159,51","163,50",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,9 MG/ML ,CX,24,500 ML
451,1,CLORETO DE SÓDIO,02.281.006/0001-00,ISOFARMA INDUSTRIAL FARMACÊUTICA LTDA,514312010011203,1517000040195,7898361700706,    -     ,    -     ,ISOFARMA-SOLUÇÃO DE CLORETO DE SODIO,9 MG/ML SOL INJ IV CX BOLS PLAS INC SIST FECH X 500 ML,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Similar,Regulado,"4,00","4,00","4,55","4,82","4,82","4,85","4,85","4,88","4,88","5,00","5,53","6,29","6,66","6,66","6,70","6,70","6,75","6,75","6,91",Não,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,9 MG/ML ,,,500 ML
510,1,ENOXAPARINA SÓDICA,04.752.991/0001-10,BIOMM SA,574520120001707,1334800030019,7898616360365,    -     ,    -     ,GHEMAXAN,"20 MG SOL INJ CT 10 SER PREENC VD TRANS X 0,2 ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"195,33","195,33","221,97","235,34","235,34","236,76","236,76","238,21","238,21","244,16","270,03","306,86","325,34","325,34","327,31","327,31","329,31","329,31","337,54",Não,Não,Não,Não,(7),Positiva,Não,Tarja -(*),20 MG ,CT,10,"0,2 ML"
511,1,ENOXAPARINA SÓDICA,04.752.991/0001-10,BIOMM SA,574520120002007,1334800030027,7898616360389,    -     ,    -     ,GHEMAXAN,"20 MG SOL INJ CT 10 SER PREENC VD TRANS X 0,2 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"195,33","195,33","221,97","235,34","235,34","236,76","236,76","238,21","238,21","244,16","270,03","306,86","325,34","325,34","327,31","327,31","329,31","329,31","337,54",Não,Não,Não,Não,(7),Positiva,Sim,Tarja -(*),20 MG ,CT,10,"0,2 ML"
512,1,ENOXAPARINA SÓDICA,04.752.991/0001-10,BIOMM SA,574520120001107,1334800030035,7898616360402,    -     ,    -     ,GHEMAXAN,"40 MG SOL INJ CT 10 SER PREENC VD TRANS X 0,4 ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"379,48","379,48","431,23","457,20","457,20","459,98","459,98","462,78","462,78","474,35","524,61","596,15","632,05","632,05","635,90","635,90","639,77","639,77","655,76",Não,Sim,Não,Não,(7),Positiva,Não,Tarja -(*),40 MG ,CT,10,"0,4 ML"
513,1,ENOXAPARINA SÓDICA,04.752.991/0001-10,BIOMM SA,574520120001207,1334800030043,7898616360426,    -     ,    -     ,GHEMAXAN,"40 MG SOL INJ CT 10 SER PREENC VD TRANS X 0,4 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"379,48","379,48","431,23","457,20","457,20","459,98","459,98","462,78","462,78","474,35","524,61","596,15","632,05","632,05","635,90","635,90","639,77","639,77","655,76",Não,Sim,Não,Não,(7),Positiva,Não,Tarja -(*),40 MG ,CT,10,"0,4 ML"
514,1,ENOXAPARINA SÓDICA,04.752.991/0001-10,BIOMM SA,574520120001807,1334800030051,7898616360440,    -     ,    -     ,GHEMAXAN,"60 MG SOL INJ CT 10 SER PREENC VD TRANS GRAD X 0,6 ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"576,62","576,62","655,25","694,72","694,72","698,93","698,93","703,20","703,20","720,78","797,14","905,84","960,41","960,41","966,23","966,23","972,13","972,13","996,44",Não,Não,Não,Não,(7),Positiva,Não,Tarja -(*),60 MG ,CT,10,"0,6 ML"
515,1,ENOXAPARINA SÓDICA,04.752.991/0001-10,BIOMM SA,574520120001307,1334800030061,7898616360464,    -     ,    -     ,GHEMAXAN,"60 MG SOL INJ CT 10 SER PREENC VD TRANS GRAD X 0,6 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"576,62","576,62","655,25","694,72","694,72","698,93","698,93","703,20","703,20","720,78","797,14","905,84","960,41","960,41","966,23","966,23","972,13","972,13","996,44",Não,Não,Não,Não,(7),Positiva,Não,Tarja -(*),60 MG ,CT,10,"0,6 ML"
516,1,ENOXAPARINA SÓDICA,04.752.991/0001-10,BIOMM SA,574520120001407,1334800030078,7898616360488,    -     ,    -     ,GHEMAXAN,"80 MG SOL INJ CT 10 SER PREENC VD TRANS GRAD X 0,8 ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"768,00","768,00","872,73","925,30","925,30","930,91","930,91","936,59","936,59","960,00","1061,71","1206,50","1279,17","1279,17","1286,93","1286,93","1294,78","1294,78","1327,14",Não,Não,Não,Não,(7),Positiva,Não,Tarja -(*),80 MG ,CT,10,"0,8 ML"
517,1,ENOXAPARINA SÓDICA,04.752.991/0001-10,BIOMM SA,574520120001507,1334800030086,7898616360501,    -     ,    -     ,GHEMAXAN,"80 MG SOL INJ CT 10 SER PREENC VD TRANS GRAD X 0,8 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"768,00","768,00","872,73","925,30","925,30","930,91","930,91","936,59","936,59","960,00","1061,71","1206,50","1279,17","1279,17","1286,93","1286,93","1294,78","1294,78","1327,14",Não,Não,Não,Não,(7),Positiva,Não,Tarja -(*),80 MG ,CT,10,"0,8 ML"
518,1,ENOXAPARINA SÓDICA,04.752.991/0001-10,BIOMM SA,574520120001907,1334800030094,7898616360525,    -     ,    -     ,GHEMAXAN,"100 MG SOL INJ CT 10 SER PREENC VD TRANS GRAD X 1,0 ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"997,25","997,25","1133,24","1201,51","1201,51","1208,79","1208,79","1216,16","1216,16","1246,56","1378,64","1566,64","1661,02","1661,02","1671,08","1671,08","1681,27","1681,27","1723,30",Não,Não,Não,Não,(7),Positiva,Não,Tarja -(*),100 MG ,CT,10,"1,0 ML"
519,1,ENOXAPARINA SÓDICA,04.752.991/0001-10,BIOMM SA,574520120001607,1334800030108,7898616360549,    -     ,    -     ,GHEMAXAN,"100 MG SOL INJ CT 10 SER PREENC VD TRANS GRAD X 1,0 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"997,25","997,25","1133,24","1201,51","1201,51","1208,79","1208,79","1216,16","1216,16","1246,56","1378,64","1566,64","1661,02","1661,02","1671,08","1671,08","1681,27","1681,27","1723,30",Não,Não,Não,Não,(7),Positiva,Não,Tarja -(*),100 MG ,CT,10,"1,0 ML"
526,1,ENOXAPARINA SÓDICA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506718901151414,1029803730016,7896676415346,    -     ,    -     ,ENDOCRIS,"20 MG/0,2 ML SOL INJ CT 10 SER PREENCH X 0,2 ML ",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"204,12","204,12","231,95","245,93","245,93","247,42","247,42","248,93","248,93","255,15",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"20 MG/0,2 ML ",CT,10,"0,2 ML"
527,1,ENOXAPARINA SÓDICA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506718902158412,1029803730024,7896676415353,    -     ,    -     ,ENDOCRIS,"40 MG/0,4 ML SOL INJ CT 10 SER PREENCH X 0,4 ML ",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"396,58","396,58","450,66","477,81","477,81","480,70","480,70","483,63","483,63","495,73",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"40 MG/0,4 ML ",CT,10,"0,4 ML"
528,1,ENOXAPARINA SÓDICA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506718904150419,1029803730040,7896676415377,    -     ,    -     ,ENDOCRIS,"80 MG/0,8 ML SOL INJ CT 2 SER PREENCH X 0,8 ML ",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"161,94","161,94","184,02","195,11","195,11","196,29","196,29","197,49","197,49","202,43",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"80 MG/0,8 ML ",CT,2,"0,8 ML"
529,1,ENOXAPARINA SÓDICA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506720020081107,1029805080231,7896676430875,    -     ,    -     ,HEPARINOX,"40 MG SOL INJ CT 2 SER PREENC VD TRANS GRAD X 0,4 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"79,31","79,31","90,13","95,55","95,55","96,13","96,13","96,72","96,72","99,14","109,64","124,60","132,09","132,09","132,89","132,89","133,71","133,71","137,06",Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),40 MG ,CT,2,"0,4 ML"
530,1,ENOXAPARINA SÓDICA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506720020081207,1029805080248,7896676430899,    -     ,    -     ,HEPARINOX,"60 MG SOL INJ CT 2 SER PREENC VD TRANS GRAD X 0,6 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"121,56","121,56","138,14","146,46","146,46","147,35","147,35","148,24","148,24","151,95","168,05","190,97","202,47","202,47","203,70","203,70","204,93","204,93","210,06",Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),60 MG ,CT,2,"0,6 ML"
531,1,ENOXAPARINA SÓDICA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506720020081307,1029805080256,7896676430912,    -     ,    -     ,HEPARINOX,"80 MG SOL INJ CT 2 SER PREENC VD TRANS GRAD X 0,8 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"161,94","161,94","184,02","195,11","195,11","196,29","196,29","197,49","197,49","202,43","223,87","254,40","269,73","269,73","271,36","271,36","273,02","273,02","279,85",Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),80 MG ,CT,2,"0,8 ML"
532,1,ENOXAPARINA SÓDICA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506720020081407,1029805080371,7896676431018,    -     ,    -     ,HEPARINOX,"40 MG SOL INJ CT 10 SER PREENC VD TRANS GRAD X 0,4 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"396,58","396,58","450,66","477,81","477,81","480,70","480,70","483,63","483,63","495,73","548,25","623,01","660,54","660,54","664,54","664,54","668,59","668,59","685,32",Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),40 MG ,CT,10,"0,4 ML"
533,1,ENOXAPARINA SÓDICA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506720020081507,1029805080388,7896676431032,    -     ,    -     ,HEPARINOX,"60 MG SOL INJ CT 10 SER PREENC VD TRANS GRAD X 0,6 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"607,81","607,81","690,69","732,30","732,30","736,74","736,74","741,23","741,23","759,76","840,26","954,84","1012,36","1012,36","1018,50","1018,50","1024,71","1024,71","1050,32",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),60 MG ,CT,10,"0,6 ML"
534,1,ENOXAPARINA SÓDICA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506720020081607,1029805080396,7896676431056,    -     ,    -     ,HEPARINOX,"80 MG SOL INJ CT 10 SER PREENC VD TRANS GRAD X 0,8 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"809,70","809,70","920,11","975,54","975,54","981,45","981,45","987,44","987,44","1012,13","1119,36","1272,00","1348,63","1348,63","1356,80","1356,80","1365,08","1365,08","1399,21",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),80 MG ,CT,10,"0,8 ML"
535,1,ENOXAPARINA SÓDICA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506720020081707,1029805080469,7896676435276,    -     ,    -     ,HEPARINOX,"20 MG SOL INJ CT 2 SER PREENC VD TRANS GRAD X 0,2 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"40,83","40,83","46,40","49,19","49,19","49,49","49,49","49,79","49,79","51,04","56,45","64,15","68,00","68,00","68,42","68,42","68,83","68,83","70,56",Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),20 MG ,CT,2,"0,2 ML"
536,1,ENOXAPARINA SÓDICA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506720020081807,1029805080485,7896676433548,    -     ,    -     ,HEPARINOX,"20 MG SOL INJ CT 10 SER PREENC VD TRANS GRAD X 0,2 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"204,12","204,12","231,95","245,93","245,93","247,42","247,42","248,93","248,93","255,15","282,18","320,66","339,98","339,98","342,04","342,04","344,13","344,13","352,73",Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),20 MG ,CT,10,"0,2 ML"
537,1,ENOXAPARINA SÓDICA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506720060082907,1029805080493,7896676435610,    -     ,    -     ,HEPARINOX,"40 MG SOL INJ CT 6 SER PREENC VD TRANS GRAD X 0,4 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"242,22","242,22","275,25","291,83","291,83","293,60","293,60","295,39","295,39","302,78","334,85","380,52","403,44","403,44","405,88","405,88","408,36","408,36","418,58",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),40 MG ,CT,6,"0,4 ML"
538,1,ENOXAPARINA SÓDICA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506720060082807,1029805080507,7896676435603,    -     ,    -     ,HEPARINOX,"20 MG SOL INJ CT 6 SER PREENC VD TRANS GRAD X 0,2 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"121,11","121,11","137,63","145,92","145,92","146,80","146,80","147,70","147,70","151,39","167,43","190,27","201,73","201,73","202,94","202,94","204,19","204,19","209,29",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),20 MG ,CT,6,"0,2 ML"
539,1,ENOXAPARINA SÓDICA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552921070137607,1057307640018,7896658037269,    -     ,    -     ,VOLARE,"20 MG SOL INJ CT 2 SER PREENC VD TRANS X 0,2 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"34,19","34,19","38,85","41,19","41,19","41,44","41,44","41,70","41,70","42,74","47,27","53,71","56,94","56,94","57,29","57,29","57,65","57,65","59,09",Não,Não,Não,Não,,Positiva,Não,Tarja -(*),20 MG ,CT,2,"0,2 ML"
540,1,ENOXAPARINA SÓDICA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552921070137707,1057307640026,7896658037252,    -     ,    -     ,VOLARE,"20 MG SOL INJ CT 6 SER PREENC VD TRANS X 0,2 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"102,56","102,56","116,55","123,57","123,57","124,32","124,32","125,07","125,07","128,20","141,78","161,12","170,83","170,83","171,87","171,87","172,90","172,90","177,23",Não,Não,Não,Não,,Positiva,Não,Tarja -(*),20 MG ,CT,6,"0,2 ML"
541,1,ENOXAPARINA SÓDICA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552921070137507,1057307640034,7896658037245,    -     ,    -     ,VOLARE,"20 MG SOL INJ CT 10 SER PREENC VD TRANS X 0,2 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"170,93","170,93","194,24","205,94","205,94","207,19","207,19","208,45","208,45","213,66","236,30","268,53","284,70","284,70","286,43","286,43","288,17","288,17","295,37",Não,Não,Não,Não,,Positiva,Não,Tarja -(*),20 MG ,CT,10,"0,2 ML"
542,1,ENOXAPARINA SÓDICA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552921070138207,1057307640042,7896658037238,    -     ,    -     ,VOLARE,"40 MG SOL INJ CT 2 SER PREENC VD TRANS X 0,4 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"74,85","74,85","85,06","90,18","90,18","90,73","90,73","91,28","91,28","93,56","103,48","117,59","124,67","124,67","125,43","125,43","126,19","126,19","129,34",Não,Sim,Não,Não,,Positiva,Não,Tarja -(*),40 MG ,CT,2,"0,4 ML"
543,1,ENOXAPARINA SÓDICA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552921070137207,1057307640050,7896658037221,    -     ,    -     ,VOLARE,"40 MG SOL INJ CT 6 SER PREENC VD TRANS X 0,4 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"224,54","224,54","255,16","270,53","270,53","272,17","272,17","273,83","273,83","280,68","310,41","352,74","373,99","373,99","376,26","376,26","378,55","378,55","388,02",Não,Sim,Não,Não,,Positiva,Não,Tarja -(*),40 MG ,CT,6,"0,4 ML"
544,1,ENOXAPARINA SÓDICA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552921070137307,1057307640069,7896658037160,    -     ,    -     ,VOLARE,"40 MG SOL INJ CT 10 SER PREENC VD TRANS X 0,4 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"374,24","374,24","425,27","450,89","450,89","453,62","453,62","456,39","456,39","467,80","517,36","587,91","623,33","623,33","627,10","627,10","630,93","630,93","646,71",Não,Sim,Não,Não,,Positiva,Não,Tarja -(*),40 MG ,CT,10,"0,4 ML"
545,1,ENOXAPARINA SÓDICA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552921070137407,1057307640077,7896658037214,    -     ,    -     ,VOLARE,"60 MG SOL INJ CT 2 SER PREENC VD TRANS GRAD X 0,6 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"111,86","111,86","127,11","134,77","134,77","135,59","135,59","136,41","136,41","139,83","154,64","175,72","186,31","186,31","187,45","187,45","188,58","188,58","193,31",Não,Não,Não,Não,,Positiva,Não,Tarja -(*),60 MG ,CT,2,"0,6 ML"
546,1,ENOXAPARINA SÓDICA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552921070138307,1057307640085,7896658037207,    -     ,    -     ,VOLARE,"60 MG SOL INJ CT 6 SER PREENC VD TRANS GRAD X 0,6 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"335,57","335,57","381,33","404,30","404,30","406,75","406,75","409,23","409,23","419,46","463,91","527,17","558,92","558,92","562,31","562,31","565,74","565,74","579,88",Não,Não,Não,Não,,Positiva,Não,Tarja -(*),60 MG ,CT,6,"0,6 ML"
547,1,ENOXAPARINA SÓDICA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552921070138407,1057307640093,7896658037153,    -     ,    -     ,VOLARE,"60 MG SOL INJ CT 10 SER PREENC VD TRANS GRAD X 0,6 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"559,28","559,28","635,55","673,83","673,83","677,92","677,92","682,05","682,05","699,10","773,17","878,61","931,53","931,53","937,18","937,18","942,89","942,89","966,46",Não,Não,Não,Não,,Positiva,Não,Tarja -(*),60 MG ,CT,10,"0,6 ML"
548,1,ENOXAPARINA SÓDICA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552921070138507,1057307640107,7896658037146,    -     ,    -     ,VOLARE,"80 MG SOL INJ CT 2 SER PREENC VD TRANS GRAD X 0,8 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"147,62","147,62","167,75","177,86","177,86","178,93","178,93","180,02","180,02","184,53","204,08","231,90","245,88","245,88","247,36","247,36","248,87","248,87","255,10",Não,Não,Não,Não,,Positiva,Não,Tarja -(*),80 MG ,CT,2,"0,8 ML"
549,1,ENOXAPARINA SÓDICA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552921070137107,1057307640123,7896658037191,    -     ,    -     ,VOLARE,"80 MG SOL INJ CT 10 SER PREENC VD TRANS GRAD X 0,8 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"738,12","738,12","838,77","889,30","889,30","894,69","894,69","900,15","900,15","922,65","1020,41","1159,55","1229,41","1229,41","1236,86","1236,86","1244,40","1244,40","1275,51",Não,Não,Não,Não,,Positiva,Não,Tarja -(*),80 MG ,CT,10,"0,8 ML"
550,1,ENOXAPARINA SÓDICA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552921070137907,1057307640131,7896658037184,    -     ,    -     ,VOLARE,100 MG SOL INJ CT 2 SER PREENC VD TRANS GRAD X 1 ML + SIST SEGURANÇA,B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"119,52","119,52","135,82","144,00","144,00","144,87","144,87","145,76","145,76","149,40","165,23","187,76","199,07","199,07","200,27","200,27","201,50","201,50","206,54",Não,Não,Não,Não,,Positiva,Não,Tarja -(*),100 MG ,CT,2,1 ML
551,1,ENOXAPARINA SÓDICA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552921070138007,1057307640141,7896658037177,    -     ,    -     ,VOLARE,100 MG SOL INJ CT 6 SER PREENC VD TRANS GRAD X 1 ML + SIST SEGURANÇA,B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"358,57","358,57","407,47","432,01","432,01","434,63","434,63","437,28","437,28","448,21","495,70","563,30","597,23","597,23","600,85","600,85","604,51","604,51","619,62",Não,Não,Não,Não,,Positiva,Não,Tarja -(*),100 MG ,CT,6,1 ML
552,1,ENOXAPARINA SÓDICA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552921070137807,1057307640158,7896658037122,    -     ,    -     ,VOLARE,100 MG SOL INJ CT 10 SER PREENC VD TRANS GRAD X 1 ML + SIST SEGURANÇA,B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"597,61","597,61","679,10","720,01","720,01","724,38","724,38","728,79","728,79","747,01","826,16","938,82","995,37","995,37","1001,41","1001,41","1007,51","1007,51","1032,70",Não,Não,Não,Não,,Positiva,Não,Tarja -(*),100 MG ,CT,10,1 ML
553,1,ENOXAPARINA SÓDICA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552921070138107,1057307640166,7896658037139,    -     ,    -     ,VOLARE,"80 MG SOL INJ CT 6 SER PREENC VD TRANS GRAD X 0,8 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"442,87","442,87","503,26","533,58","533,58","536,81","536,81","540,09","540,09","553,59","612,24","695,73","737,64","737,64","742,11","742,11","746,64","746,64","765,31",Não,Não,Não,Não,,Positiva,Não,Tarja -(*),80 MG ,CT,6,"0,8 ML"
558,1,ENOXAPARINA SÓDICA,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504413505159411,1163700710051,7896014670734,    -     ,    -     ,ENOXALOW,"100 MG/ML SOL. INJ. CX 1 SER VD TRANS X 1,0 ML ",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"97,05","97,05","110,28","116,93","116,93","117,64","117,64","118,35","118,35","121,31","134,17","152,46","161,65","161,65","162,63","162,63","163,61","163,61","167,70",Não,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,100 MG/ML ,CX,1,"1,0 ML"
567,1,ENOXAPARINA SÓDICA,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504413517157419,1163700710159,7896014670871,    -     ,    -     ,ENOXALOW,"100 MG/ML SOL INJ CX 1 SER VD TRANS X 1,0 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"97,05","97,05","110,28","116,93","116,93","117,64","117,64","118,35","118,35","121,31","134,17","152,46","161,65","161,65","162,63","162,63","163,61","163,61","167,70",Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,100 MG/ML ,CX,1,"1,0 ML"
572,1,ENOXAPARINA SÓDICA,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504413518153417,1163700710205,7896014670925,    -     ,    -     ,ENOXALOW,"100 MG/ML SOL INJ CX 10 SER VD TRANS X 1,0 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"970,40","970,40","1102,73","1169,16","1169,16","1176,24","1176,24","1183,41","1183,41","1213,00","1341,52","1524,46","1616,30","1616,30","1626,08","1626,08","1635,99","1635,99","1676,90",Não,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,100 MG/ML ,CX,10,"1,0 ML"
573,1,ENOXAPARINA SÓDICA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720030056917,1832603360011,7891058003241,3582910077633,    -     ,CLEXANE,"60 MG SOL INJ CT 2 SER PRÉ - ENCHIDAS VD INC GRAD X 0,6 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"127,98","127,98","145,43","154,19","154,19","155,13","155,13","156,07","156,07","159,98","176,92","201,05","213,16","213,16","214,46","214,46","215,76","215,76","221,16",Não,Não,Não,Não,,Positiva,Sim,Tarja -(*),60 MG ,CT,2,"0,6 ML"
